sumprefix.mac,67000,1024,6144,627968
randsum.mac,69000,9984,71936,1551104
sumprefix.mac,69000,1024,6912,640000
randsum.mac,71000,8960,80896,1792000
sumprefix.mac,71000,1024,5888,658944
randsum.mac,73000,8960,147968,1625088
sumprefix.mac,73000,2048,5888,755968
randsum.mac,75000,9984,80896,1659136
sumprefix.mac,75000,1024,6912,709888
randsum.mac,77000,9984,84992,1754880
sumprefix.mac,77000,0,4864,719104
randsum.mac,79000,9984,83968,1821952
sumprefix.mac,79000,1024,5888,732928
randsum.mac,81000,8960,85760,1961984
sumprefix.mac,81000,1024,5888,860160
randsum.mac,83000,8960,87040,1945088
sumprefix.mac,83000,1024,6144,847872
randsum.mac,85000,9216,93184,1894912
sumprefix.mac,85000,1024,6144,952064
randsum.mac,87000,9984,87040,2025216
sumprefix.mac,87000,1024,5888,806912
randsum.mac,89000,7936,94976,2368000
sumprefix.mac,89000,1024,5888,843008
randsum.mac,91000,8960,94976,2126080
sumprefix.mac,91000,1024,4864,859904
randsum.mac,93000,7936,113920,2045952
sumprefix.mac,93000,1024,6144,1059840
randsum.mac,95000,8192,99072,2102784
sumprefix.mac,95000,1024,5888,881920
randsum.mac,97000,8960,109056,2194176
sumprefix.mac,97000,0,5120,963840
randsum.mac,99000,6912,104960,2202880
sumprefix.mac,99000,0,5888,1086976
randsum.mac,1000,1024,6912,24832
sumprefix.mac,1000,0,1024,8960
randsum.mac,3000,15104,1024,66816
sumprefix.mac,3000,0,1024,44800
randsum.mac,5000,0,1024,101888
sumprefix.mac,5000,0,1024,46848
randsum.mac,7000,768,13056,144128
sumprefix.mac,7000,4864,8960,115968
randsum.mac,9000,51968,17920,306176
sumprefix.mac,9000,2816,5120,107008
randsum.mac,11000,7936,4096,259072
sumprefix.mac,11000,0,4864,103936
randsum.mac,13000,6144,5120,292864
sumprefix.mac,13000,0,6144,120832
randsum.mac,15000,5888,7936,339200
sumprefix.mac,15000,1024,4864,141056
randsum.mac,17000,6912,12032,408064
sumprefix.mac,17000,768,4864,162048
randsum.mac,19000,8960,18944,430080
sumprefix.mac,19000,1024,3072,177920
randsum.mac,21000,5120,19968,476928
sumprefix.mac,21000,1024,2816,216832
randsum.mac,23000,15104,33024,521984
sumprefix.mac,23000,0,5120,229120
randsum.mac,25000,6912,36096,563968
sumprefix.mac,25000,1024,4096,233984
randsum.mac,27000,5888,59136,632064
sumprefix.mac,27000,1024,5120,282112
randsum.mac,29000,8192,45056,662784
sumprefix.mac,29000,2048,7168,268800
randsum.mac,31000,17920,45824,933120
sumprefix.mac,31000,1024,3072,289792
randsum.mac,33000,6144,39936,737024
sumprefix.mac,33000,1024,5888,307968
randsum.mac,35000,6912,47872,773120
sumprefix.mac,35000,1024,5120,325888
randsum.mac,37000,9984,48128,850944
sumprefix.mac,37000,1024,6144,343808
randsum.mac,39000,8192,51968,886016
sumprefix.mac,39000,1024,5120,362752
randsum.mac,41000,9216,51968,904960
sumprefix.mac,41000,1024,6144,382976
randsum.mac,43000,8960,56064,1198080
sumprefix.mac,43000,1024,5120,401152
randsum.mac,45000,8192,55808,1029888
sumprefix.mac,45000,0,5888,418048
randsum.mac,47000,9984,57856,1129984
sumprefix.mac,47000,0,4864,435968
randsum.mac,49000,7936,60928,1082112
sumprefix.mac,49000,1024,6912,455936
randsum.mac,51000,8960,58880,1251072
sumprefix.mac,51000,0,6144,476928
randsum.mac,53000,7936,56064,1387008
sumprefix.mac,53000,0,4864,604160
randsum.mac,55000,8960,67072,1204992
sumprefix.mac,55000,1024,5120,514048
randsum.mac,57000,9216,62976,1259776
sumprefix.mac,57000,1024,4864,528896
randsum.mac,59000,5888,66048,1325056
sumprefix.mac,59000,1024,5888,546816
randsum.mac,61000,8960,67072,1383936
sumprefix.mac,61000,1024,4864,566784
randsum.mac,63000,18944,68096,1645056
sumprefix.mac,63000,768,6144,589056
randsum.mac,65000,8960,69888,1565184
sumprefix.mac,65000,0,5888,715776
randsum.mac,67000,9984,77824,1516032
sumprefix.mac,67000,1024,6144,621824
randsum.mac,69000,9216,77056,1547008
sumprefix.mac,69000,1024,4864,654080
randsum.mac,71000,7936,82176,1588992
sumprefix.mac,71000,1024,4864,658944
randsum.mac,73000,8960,83968,1605120
sumprefix.mac,73000,1024,5120,748800
randsum.mac,75000,8960,283136,1677056
sumprefix.mac,75000,3072,6144,753920
randsum.mac,77000,9984,77056,2347008
sumprefix.mac,77000,1024,5120,713984
randsum.mac,79000,9216,114944,1764864
sumprefix.mac,79000,1024,4864,867840
randsum.mac,81000,8960,99072,1819904
sumprefix.mac,81000,1024,4864,905216
randsum.mac,83000,7936,83968,1911040
sumprefix.mac,83000,1024,5888,769024
randsum.mac,85000,7936,88064,1923072
sumprefix.mac,85000,1024,13056,788992
randsum.mac,87000,8960,97024,2642176
sumprefix.mac,87000,1024,5888,806912
randsum.mac,89000,8960,98816,2025216
sumprefix.mac,89000,1024,6144,825856
randsum.mac,91000,7936,96000,2011904
sumprefix.mac,91000,1024,4864,845056
randsum.mac,93000,6912,109056,2650112
sumprefix.mac,93000,1024,6144,865792
randsum.mac,95000,8960,107008,2115072
sumprefix.mac,95000,1024,7168,1011200
randsum.mac,97000,14080,180992,2518016
sumprefix.mac,97000,2048,6912,1155072
randsum.mac,99000,8960,99072,2208000
sumprefix.mac,99000,1024,4864,918784
randsum.mac,1000,11008,8960,27904
sumprefix.mac,1000,2816,2048,19200
randsum.mac,3000,1024,3072,71936
sumprefix.mac,3000,1024,2048,29184
randsum.mac,5000,1024,8960,119040
sumprefix.mac,5000,1792,3072,336128
randsum.mac,7000,1024,1792,160000
sumprefix.mac,7000,5888,2048,66048
randsum.mac,9000,12032,6144,199168
sumprefix.mac,9000,0,4864,84992
randsum.mac,11000,6912,8192,286976
sumprefix.mac,11000,1024,5120,185088
randsum.mac,13000,6912,6912,297216
sumprefix.mac,13000,0,5888,133888
randsum.mac,15000,6144,15104,342016
sumprefix.mac,15000,2048,7168,167936
randsum.mac,17000,9984,6912,686848
sumprefix.mac,17000,1024,6912,157952
randsum.mac,19000,8960,20224,620032
sumprefix.mac,19000,1024,3072,176896
randsum.mac,21000,5888,25088,466176
sumprefix.mac,21000,1024,4096,196096
randsum.mac,23000,17920,51968,508928
sumprefix.mac,23000,1024,2048,216064
randsum.mac,25000,7168,30976,557824
sumprefix.mac,25000,0,3072,233984
randsum.mac,27000,4864,44032,599040
sumprefix.mac,27000,1024,1792,251904
randsum.mac,29000,6912,38144,654848
sumprefix.mac,29000,1024,4864,269056
randsum.mac,31000,9984,41984,702208
sumprefix.mac,31000,0,1792,288000
randsum.mac,33000,7168,40192,763904
sumprefix.mac,33000,0,32000,310784
randsum.mac,35000,27136,46848,1035008
sumprefix.mac,35000,0,6144,327936
randsum.mac,37000,8960,51968,849920
sumprefix.mac,37000,1024,5888,344064
randsum.mac,39000,9984,51968,966144
sumprefix.mac,39000,1024,5888,361984
randsum.mac,41000,8960,57856,1020160
sumprefix.mac,41000,0,6144,381952
randsum.mac,43000,9984,56832,985088
sumprefix.mac,43000,0,5888,399872
randsum.mac,45000,8960,58880,1001984
sumprefix.mac,45000,1024,6144,418048
randsum.mac,47000,8960,59136,1072128
sumprefix.mac,47000,0,5120,518912
randsum.mac,49000,8960,57088,1107200
sumprefix.mac,49000,1024,6144,456960
randsum.mac,51000,9984,59904,1133056
sumprefix.mac,51000,0,6144,473856
randsum.mac,53000,9984,66048,1186816
sumprefix.mac,53000,1024,5888,491008
randsum.mac,55000,8960,69120,1981952
sumprefix.mac,55000,1024,5120,510976
randsum.mac,57000,10240,67840,1527808
sumprefix.mac,57000,1024,5120,534016
randsum.mac,59000,9984,80896,1323008
sumprefix.mac,59000,1792,6144,666112
randsum.mac,61000,8960,77056,1400064
sumprefix.mac,61000,2048,6912,567040
randsum.mac,63000,8960,80896,2532096
sumprefix.mac,63000,768,5888,584192
randsum.mac,65000,8960,82944,1478144
sumprefix.mac,65000,0,6144,603136
randsum.mac,67000,11008,84992,1628160
sumprefix.mac,67000,1024,5888,620800
randsum.mac,69000,8960,89856,1528064
sumprefix.mac,69000,1024,6144,657920
randsum.mac,71000,9984,77824,1594112
sumprefix.mac,71000,1024,5888,658944
randsum.mac,73000,7936,87040,1626112
sumprefix.mac,73000,2048,6144,677888
randsum.mac,75000,9216,86784,1697024
sumprefix.mac,75000,1024,6144,727040
randsum.mac,77000,9216,88064,1726208
sumprefix.mac,77000,1024,5888,714752
randsum.mac,79000,9984,88064,1849856
sumprefix.mac,79000,1792,6144,734208
randsum.mac,81000,8960,97024,2031872
sumprefix.mac,81000,1024,4864,756992
randsum.mac,83000,9984,97024,1859072
sumprefix.mac,83000,1024,6912,774912
randsum.mac,85000,9984,94976,1911040
sumprefix.mac,85000,1024,6144,814080
randsum.mac,87000,9984,97024,2006016
sumprefix.mac,87000,1024,5888,808192
randsum.mac,89000,7168,103168,2039808
sumprefix.mac,89000,1024,6144,849152
randsum.mac,91000,8192,98048,2013952
sumprefix.mac,91000,0,6912,846080
randsum.mac,93000,10752,100864,2096128
sumprefix.mac,93000,1024,6144,945920
randsum.mac,95000,9216,111104,2172928
sumprefix.mac,95000,1024,7168,884992
randsum.mac,97000,9984,107008,2372096
sumprefix.mac,97000,1024,6912,944128
randsum.mac,99000,9984,108032,2238976
sumprefix.mac,99000,1024,6144,990976
randsum.mac,1000,0,7168,26112
sumprefix.mac,1000,1024,2048,8960
randsum.mac,3000,13056,0,66816
sumprefix.mac,3000,1024,0,27904
randsum.mac,5000,768,1024,103168
sumprefix.mac,5000,1024,2048,46848
randsum.mac,7000,1024,21760,446976
sumprefix.mac,7000,28928,8960,193024
randsum.mac,9000,39936,8192,272896
sumprefix.mac,9000,1024,4864,86016
randsum.mac,11000,7168,6144,248832
sumprefix.mac,11000,1024,8960,113920
randsum.mac,13000,20992,4096,372224
sumprefix.mac,13000,0,4096,120832
randsum.mac,15000,5888,7936,339968
sumprefix.mac,15000,0,6144,140032
randsum.mac,17000,8192,8960,527872
sumprefix.mac,17000,768,5120,160256
randsum.mac,19000,7936,16128,425984
sumprefix.mac,19000,0,4096,177920
randsum.mac,21000,5888,18944,471040
sumprefix.mac,21000,0,5888,198144
randsum.mac,23000,20992,39168,516096
sumprefix.mac,23000,0,5120,257024
randsum.mac,25000,8960,43008,579072
sumprefix.mac,25000,1024,4096,276992
randsum.mac,27000,6912,36864,609024
sumprefix.mac,27000,0,4096,252160
randsum.mac,29000,7936,39936,657920
sumprefix.mac,29000,768,4864,270080
randsum.mac,31000,8960,39936,696064
sumprefix.mac,31000,1024,4096,289792
randsum.mac,33000,6912,44032,731136
sumprefix.mac,33000,1024,22016,324096
randsum.mac,35000,24832,49920,1374208
sumprefix.mac,35000,0,6144,325888
randsum.mac,37000,6912,57088,825088
sumprefix.mac,37000,1024,5888,395008
randsum.mac,39000,8192,52992,889856
sumprefix.mac,39000,1024,5120,374016
randsum.mac,41000,7936,58880,983040
sumprefix.mac,41000,1024,6912,380928
randsum.mac,43000,7936,56064,973056
sumprefix.mac,43000,1024,5120,398848
randsum.mac,45000,9984,56064,1012224
sumprefix.mac,45000,1024,6912,417792
randsum.mac,47000,11008,58880,1329152
sumprefix.mac,47000,1024,6144,440064
randsum.mac,49000,7936,62976,1099008
sumprefix.mac,49000,1024,5888,455168
randsum.mac,51000,7936,62976,1399040
sumprefix.mac,51000,1024,5888,474880
randsum.mac,53000,8960,124160,1193984
sumprefix.mac,53000,0,5888,740864
randsum.mac,55000,8960,65024,1221888
sumprefix.mac,55000,1024,5888,510976
randsum.mac,57000,8960,70912,1260032
sumprefix.mac,57000,768,6144,534016
randsum.mac,59000,9984,69120,1341952
sumprefix.mac,59000,1024,6144,547840
randsum.mac,61000,9984,90112,1382144
sumprefix.mac,61000,1024,5120,567040
randsum.mac,63000,8960,77824,1447168
sumprefix.mac,63000,1024,7936,585984
randsum.mac,65000,8960,75008,1491968
sumprefix.mac,65000,0,6144,602880
randsum.mac,67000,8960,72960,1519104
sumprefix.mac,67000,1024,5888,621824
randsum.mac,69000,11008,83968,1647872
sumprefix.mac,69000,1024,5888,646912
randsum.mac,71000,8960,113152,1746944
sumprefix.mac,71000,1024,5888,1238016
randsum.mac,73000,7936,79872,1633024
sumprefix.mac,73000,1024,5888,686080
randsum.mac,75000,9984,79872,1677056
sumprefix.mac,75000,1024,5888,695040
randsum.mac,77000,8960,99072,1899008
sumprefix.mac,77000,1024,5888,975104
randsum.mac,79000,7936,89088,1944064
sumprefix.mac,79000,2048,4864,734976
randsum.mac,81000,9984,148992,1816064
sumprefix.mac,81000,1024,5888,838144
randsum.mac,83000,8960,97024,1853184
sumprefix.mac,83000,0,5888,770048
randsum.mac,85000,7936,88064,1893888
sumprefix.mac,85000,1024,6144,788992
randsum.mac,87000,10240,86016,1962752
sumprefix.mac,87000,1024,7168,807936
randsum.mac,89000,9216,97792,2132992
sumprefix.mac,89000,0,5888,826880
randsum.mac,91000,8960,94976,2073856
sumprefix.mac,91000,0,6912,844032
randsum.mac,93000,7936,115200,2078208
sumprefix.mac,93000,1024,6912,1170944
randsum.mac,95000,8960,168960,2247936
sumprefix.mac,95000,0,4864,900864
randsum.mac,97000,9984,120064,2161920
sumprefix.mac,97000,1024,5888,939008
randsum.mac,99000,7936,108032,2228992
sumprefix.mac,99000,1024,4864,976128
