mac,randsum,1000,0,7168,36864
mac,sumprefix,1000,768,1024,11008
mac,randsum,3000,1024,1792,76032
mac,sumprefix,3000,16128,1024,37888
mac,randsum,5000,0,1024,110080
mac,sumprefix,5000,8960,7936,66048
mac,randsum,7000,4864,19200,205056
mac,sumprefix,7000,75008,6144,132096
mac,randsum,9000,27904,5888,201984
mac,sumprefix,9000,0,5120,87040
mac,randsum,11000,7168,6144,247808
mac,sumprefix,11000,0,4864,110080
mac,randsum,13000,8960,5120,305920
mac,sumprefix,13000,0,3072,125184
mac,randsum,15000,6912,5888,343040
mac,sumprefix,15000,1024,19200,161024
mac,randsum,17000,23040,16128,700928
mac,sumprefix,17000,1024,5888,167936
mac,randsum,19000,7936,20992,431104
mac,sumprefix,19000,1024,6144,182016
mac,randsum,21000,8192,20992,478976
mac,sumprefix,21000,1024,4864,200960
mac,randsum,23000,19968,41216,513024
mac,sumprefix,23000,0,5120,228096
mac,randsum,25000,7936,35072,617216
mac,sumprefix,25000,1024,6144,270848
mac,randsum,27000,7936,40192,610048
mac,sumprefix,27000,768,7936,269056
mac,randsum,29000,8960,36864,755968
mac,sumprefix,29000,1024,7936,414976
mac,randsum,31000,9216,40960,779776
mac,sumprefix,31000,0,4096,297984
mac,randsum,33000,7936,37120,736000
mac,sumprefix,33000,0,8192,327168
mac,randsum,35000,8960,182016,835072
mac,sumprefix,35000,4096,6144,956928
mac,randsum,37000,9984,51200,859136
mac,sumprefix,37000,1024,5888,355840
mac,randsum,39000,8960,51968,878848
mac,sumprefix,39000,1024,5120,386048
mac,randsum,41000,8960,54784,913920
mac,sumprefix,41000,1024,8960,393984
mac,randsum,43000,11008,49920,1324032
mac,sumprefix,43000,1024,4096,411904
mac,randsum,45000,8960,59136,1015040
mac,sumprefix,45000,1024,5888,431872
mac,randsum,47000,9984,57088,1101056
mac,sumprefix,47000,0,5120,452096
mac,randsum,49000,7936,58880,1086976
mac,sumprefix,49000,1024,5120,471040
mac,randsum,51000,7936,59136,1147904
mac,sumprefix,51000,1024,5120,502016
mac,randsum,53000,6912,64000,1171968
mac,sumprefix,53000,0,5888,509952
mac,randsum,55000,8960,71936,1222144
mac,sumprefix,55000,1024,5888,566784
mac,randsum,57000,9984,67072,1331968
mac,sumprefix,57000,1024,9984,550912
mac,randsum,59000,11008,67072,2505984
mac,sumprefix,59000,0,6912,566784
mac,randsum,61000,9984,71168,1565952
mac,sumprefix,61000,1024,5120,605184
mac,randsum,63000,11008,76032,1441792
mac,sumprefix,63000,0,6912,605952
mac,randsum,65000,8960,73984,1594880
mac,sumprefix,65000,1024,4864,624896
mac,randsum,67000,9984,92928,1625088
mac,sumprefix,67000,1024,6144,904192
mac,randsum,69000,9216,81920,1632000
mac,sumprefix,69000,1024,5888,678144
mac,randsum,71000,11008,122112,1588992
mac,sumprefix,71000,1024,5120,877056
mac,randsum,73000,9984,113920,1644032
mac,sumprefix,73000,1024,5888,712960
mac,randsum,75000,8960,98048,1719040
mac,sumprefix,75000,1024,5888,740096
mac,randsum,77000,9984,104960,1743104
mac,sumprefix,77000,1024,6912,1089024
mac,randsum,79000,11008,109056,1790976
mac,sumprefix,79000,1024,5888,759040
mac,randsum,81000,8960,128768,1818112
mac,sumprefix,81000,0,4864,787968
mac,randsum,83000,9984,98816,1873152
mac,sumprefix,83000,2048,6912,795904
mac,randsum,85000,8960,100096,1895168
mac,sumprefix,85000,0,6912,911104
mac,randsum,87000,8960,122880,1970944
mac,sumprefix,87000,1024,5888,856064
mac,randsum,89000,9984,109824,2019072
mac,sumprefix,89000,1024,6912,867072
mac,randsum,91000,9984,115968,2097152
mac,sumprefix,91000,1024,5888,873984
mac,randsum,93000,8960,137216,2093056
mac,sumprefix,93000,1024,6144,904192
mac,randsum,95000,10240,123136,2110976
mac,sumprefix,95000,0,5888,924928
mac,randsum,97000,7936,100864,2204160
mac,sumprefix,97000,1024,6144,951040
mac,randsum,99000,8960,111104,2200064
mac,sumprefix,99000,768,4864,956160
mac,randsum,1000,0,7936,28160
mac,sumprefix,1000,0,8960,12032
mac,randsum,3000,1024,1024,69120
mac,sumprefix,3000,0,1024,29952
mac,randsum,5000,13056,1024,110080
mac,sumprefix,5000,1024,2816,49152
mac,randsum,7000,14848,15104,174080
mac,sumprefix,7000,77056,10752,337920
mac,randsum,9000,47104,4864,242944
mac,sumprefix,9000,1024,17920,89856
mac,randsum,11000,21248,8960,370944
mac,sumprefix,11000,0,5120,109056
mac,randsum,13000,11008,2816,304896
mac,sumprefix,13000,1024,4096,129024
mac,randsum,15000,6912,8960,370944
mac,sumprefix,15000,1024,5888,166144
mac,randsum,17000,5888,28928,389120
mac,sumprefix,17000,2048,15104,204800
mac,randsum,19000,15104,16128,474880
mac,sumprefix,19000,1024,4864,183040
mac,randsum,21000,6912,23808,476928
mac,sumprefix,21000,1024,1792,207872
mac,randsum,23000,17152,28928,526080
mac,sumprefix,23000,0,4096,227072
mac,randsum,25000,7168,29952,578816
mac,sumprefix,25000,1024,3072,246016
mac,randsum,27000,4864,39168,612096
mac,sumprefix,27000,0,3840,260096
mac,randsum,29000,6912,35072,654080
mac,sumprefix,29000,0,2048,286976
mac,randsum,31000,5888,36096,692992
mac,sumprefix,31000,0,1792,307200
mac,randsum,33000,5888,35072,736000
mac,sumprefix,33000,1024,5888,324864
mac,randsum,35000,7936,115968,803072
mac,sumprefix,35000,2048,6912,385024
mac,randsum,37000,9984,51200,1339136
mac,sumprefix,37000,1024,5888,375040
mac,randsum,39000,8960,50944,870144
mac,sumprefix,39000,1024,4864,375040
mac,randsum,41000,7936,51968,913920
mac,sumprefix,41000,1024,6144,393984
mac,randsum,43000,7936,51968,956160
mac,sumprefix,43000,1024,5120,423936
mac,randsum,45000,8960,76032,1032960
mac,sumprefix,45000,1024,6144,432128
mac,randsum,47000,8960,60928,1043200
mac,sumprefix,47000,1024,3840,450816
mac,randsum,49000,7936,68864,1111040
mac,sumprefix,49000,1024,5888,482048
mac,randsum,51000,9984,82944,1143040
mac,sumprefix,51000,1024,4864,488960
mac,randsum,53000,7936,73984,1181184
mac,sumprefix,53000,1024,5888,524032
mac,randsum,55000,9984,63232,1255936
mac,sumprefix,55000,1024,4864,546048
mac,randsum,57000,9984,92928,1297920
mac,sumprefix,57000,0,4864,547072
mac,randsum,59000,9984,71168,1307904
mac,sumprefix,59000,768,5120,583168
mac,randsum,61000,7936,70912,1359104
mac,sumprefix,61000,1024,5888,585984
mac,randsum,63000,7936,71936,1415168
mac,sumprefix,63000,1024,6144,633856
mac,randsum,65000,9984,73984,1469952
mac,sumprefix,65000,0,5888,625152
mac,randsum,67000,7936,73984,1499136
mac,sumprefix,67000,1024,6144,641792
mac,randsum,69000,8960,71936,1542144
mac,sumprefix,69000,1024,4864,680960
mac,randsum,71000,7936,82944,1728000
mac,sumprefix,71000,1024,6144,681984
mac,randsum,73000,7936,83200,1632000
mac,sumprefix,73000,0,6144,700928
mac,randsum,75000,8960,83968,1691136
mac,sumprefix,75000,1024,5120,719104
mac,randsum,77000,8960,90112,1715200
mac,sumprefix,77000,1024,6144,850176
mac,randsum,79000,8960,82944,2132992
mac,sumprefix,79000,1024,4864,777984
mac,randsum,81000,9984,84992,1825024
mac,sumprefix,81000,1024,4864,776960
mac,randsum,83000,8960,86016,1846016
